condition,trial,elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg,source_file
baseline,1,9.2294,long_1_turn_90,0.814545,0.64913,10.052444,0.801988,-0.000596,0.356106,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.285,long_1_turn_90,0.814595,0.649139,10.253245,0.802039,-0.000596,0.556906,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.3295,long_1_turn_90,0.814545,0.64913,10.652951,0.801988,-0.000597,0.956612,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.3841,long_1_turn_90,0.814669,0.649154,10.991933,0.802114,-0.000594,1.295595,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.4295,long_1_turn_90,0.814669,0.649154,11.591339,0.802114,-0.000594,1.895,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.4851,long_1_turn_90,0.814744,0.649169,12.001017,0.80219,-0.000591,2.304678,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.5324,long_1_turn_90,0.814793,0.64918,12.693716,0.802241,-0.000589,2.997377,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.5854,long_1_turn_90,0.814842,0.649191,13.115009,0.802291,-0.000586,3.41867,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.6313,long_1_turn_90,0.814842,0.649191,13.796914,0.802291,-0.000586,4.100576,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.6862,long_1_turn_90,0.814892,0.649204,14.23406,0.802342,-0.000582,4.537722,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.73,long_1_turn_90,0.814892,0.649204,14.941422,0.802342,-0.000582,5.245083,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.7847,long_1_turn_90,0.814916,0.64921,15.353328,0.802367,-0.00058,5.65699,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.8334,long_1_turn_90,0.814745,0.649162,15.98621,0.802191,-0.000598,6.289872,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.8811,long_1_turn_90,0.814818,0.649183,16.387065,0.802266,-0.00059,6.690727,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.9338,long_1_turn_90,0.814746,0.649162,17.04437,0.802191,-0.000599,7.348032,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.9838,long_1_turn_90,0.814818,0.649184,17.437468,0.802266,-0.000589,7.74113,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.0366,long_1_turn_90,0.814794,0.649176,18.128209,0.802241,-0.000593,8.43187,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.0823,long_1_turn_90,0.81489,0.649208,18.514193,0.802341,-0.000577,8.817854,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.136,long_1_turn_90,0.81489,0.649208,19.19527,0.802341,-0.000577,9.498932,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.1845,long_1_turn_90,0.814986,0.649242,19.648733,0.802441,-0.00056,9.952395,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.2329,long_1_turn_90,0.814962,0.649233,20.354079,0.802416,-0.000565,10.65774,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.2864,long_1_turn_90,0.814986,0.649242,20.791328,0.802441,-0.00056,11.09499,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.3295,long_1_turn_90,0.814938,0.649224,21.530712,0.802391,-0.00057,11.834373,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.3835,long_1_turn_90,0.815056,0.649271,21.956552,0.802515,-0.000544,12.260213,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.4283,long_1_turn_90,0.815079,0.64928,22.688753,0.80254,-0.000538,12.992415,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.4825,long_1_turn_90,0.815103,0.64929,23.109297,0.802565,-0.000532,13.412958,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.5323,long_1_turn_90,0.815079,0.64928,23.790205,0.80254,-0.000538,14.093867,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.5836,long_1_turn_90,0.815056,0.64927,24.185168,0.802515,-0.000545,14.488829,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.6324,long_1_turn_90,0.81501,0.649249,24.870331,0.802466,-0.000558,15.173993,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.683,long_1_turn_90,0.81501,0.649249,25.228872,0.802466,-0.000558,15.532533,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.7319,long_1_turn_90,0.814919,0.649205,25.716247,0.802369,-0.000585,16.019908,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.7819,long_1_turn_90,0.81501,0.64925,26.293005,0.802466,-0.000557,16.596666,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.8296,long_1_turn_90,0.814942,0.649216,26.789392,0.802394,-0.000579,17.093054,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.8796,long_1_turn_90,0.815055,0.649273,27.411011,0.802514,-0.000541,17.714673,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.9292,long_1_turn_90,0.815077,0.649285,27.862722,0.802538,-0.000533,18.166384,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,10.9801,long_1_turn_90,0.815122,0.649309,28.476323,0.802586,-0.000517,18.779984,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.0733,long_1_turn_90,0.815166,0.649333,28.960699,0.802634,-0.000501,19.264361,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.0797,long_1_turn_90,0.815188,0.649346,29.618197,0.802658,-0.000492,19.921859,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.1324,long_1_turn_90,0.815188,0.649346,30.101819,0.802658,-0.000492,20.40548,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.1812,long_1_turn_90,0.815232,0.649371,30.761564,0.802705,-0.000474,21.065225,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.2316,long_1_turn_90,0.81521,0.649358,31.252467,0.802682,-0.000483,21.556128,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.28,long_1_turn_90,0.815253,0.649385,31.905023,0.802729,-0.000464,22.208685,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.3319,long_1_turn_90,0.815253,0.649385,32.387357,0.802729,-0.000464,22.691019,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.3838,long_1_turn_90,0.815274,0.649399,33.042728,0.802752,-0.000455,23.346389,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.4328,long_1_turn_90,0.815253,0.649385,33.489251,0.802729,-0.000465,23.792913,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.483,long_1_turn_90,0.815232,0.649371,34.123093,0.802706,-0.000475,24.426754,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.5345,long_1_turn_90,0.815232,0.649371,34.581204,0.802706,-0.000475,24.884865,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.5836,long_1_turn_90,0.815191,0.649342,35.188623,0.80266,-0.000497,25.492284,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.6348,long_1_turn_90,0.815211,0.649356,35.645583,0.802683,-0.000486,25.949244,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.6827,long_1_turn_90,0.815211,0.649356,36.272775,0.802683,-0.000486,26.576437,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.7403,long_1_turn_90,0.815232,0.649371,36.723452,0.802705,-0.000474,27.027113,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.784,long_1_turn_90,0.815272,0.649402,37.38446,0.80275,-0.000451,27.688122,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.8325,long_1_turn_90,0.815292,0.649417,37.829474,0.802773,-0.000439,28.133136,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.8827,long_1_turn_90,0.815312,0.649433,38.52016,0.802795,-0.000427,28.823822,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.9294,long_1_turn_90,0.815332,0.649449,38.9771,0.802817,-0.000415,29.280761,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,11.9826,long_1_turn_90,0.815332,0.649449,39.681661,0.802817,-0.000415,29.985323,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.0325,long_1_turn_90,0.815332,0.649449,40.165372,0.802817,-0.000415,30.469033,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.0827,long_1_turn_90,0.815332,0.649449,40.845877,0.802817,-0.000415,31.149539,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.1297,long_1_turn_90,0.815351,0.649465,41.289372,0.802839,-0.000402,31.593033,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.1858,long_1_turn_90,0.815332,0.649449,41.953567,0.802817,-0.000415,32.257228,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.2332,long_1_turn_90,0.815351,0.649466,42.362879,0.802839,-0.000401,32.666541,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.2793,long_1_turn_90,0.815314,0.649431,43.022215,0.802796,-0.000429,33.325876,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.3318,long_1_turn_90,0.815258,0.649379,43.431053,0.802733,-0.000471,33.734714,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.3836,long_1_turn_90,0.815222,0.649344,44.094831,0.802691,-0.000499,34.398492,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.4299,long_1_turn_90,0.815222,0.649344,44.511367,0.802691,-0.000499,34.815028,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.5018,long_1_turn_90,0.815222,0.649344,45.177511,0.802691,-0.000499,35.481173,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.5299,long_1_turn_90,0.815239,0.649362,45.583942,0.802711,-0.000484,35.887603,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.5804,long_1_turn_90,0.815275,0.649399,46.247181,0.802752,-0.000455,36.550842,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.6327,long_1_turn_90,0.815292,0.649417,46.658208,0.802773,-0.000439,36.961869,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.6825,long_1_turn_90,0.815309,0.649435,47.354668,0.802793,-0.000424,37.65833,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.7308,long_1_turn_90,0.815326,0.649454,47.804621,0.802813,-0.000408,38.108282,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.7837,long_1_turn_90,0.815326,0.649454,48.5187,0.802813,-0.000408,38.822362,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.8322,long_1_turn_90,0.815326,0.649454,48.938173,0.802813,-0.000408,39.241834,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.8852,long_1_turn_90,0.81531,0.649435,49.670871,0.802793,-0.000425,39.974532,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.9296,long_1_turn_90,0.81531,0.649435,50.098232,0.802793,-0.000425,40.401894,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,12.9833,long_1_turn_90,0.81531,0.649435,50.796739,0.802793,-0.000425,41.1004,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.0294,long_1_turn_90,0.815294,0.649415,51.22728,0.802774,-0.000441,41.530941,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.0789,long_1_turn_90,0.815278,0.649395,51.89894,0.802755,-0.000458,42.202602,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.1292,long_1_turn_90,0.815263,0.649375,52.300951,0.802737,-0.000475,42.604613,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.1842,long_1_turn_90,0.815247,0.649355,52.975924,0.802718,-0.000493,43.279586,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.2305,long_1_turn_90,0.815232,0.649335,53.363497,0.8027,-0.00051,43.667158,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.2799,long_1_turn_90,0.815232,0.649335,54.041769,0.8027,-0.00051,44.34543,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.3305,long_1_turn_90,0.815247,0.649356,54.478682,0.802718,-0.000492,44.782344,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.3838,long_1_turn_90,0.815262,0.649376,55.158819,0.802736,-0.000474,45.46248,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.4293,long_1_turn_90,0.815262,0.649376,55.554601,0.802736,-0.000474,45.858262,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.4828,long_1_turn_90,0.81529,0.649418,56.265145,0.802771,-0.000438,46.568807,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.5377,long_1_turn_90,0.81529,0.649418,56.730705,0.802771,-0.000438,47.034366,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.5822,long_1_turn_90,0.815317,0.649461,57.434651,0.802805,-0.0004,47.738313,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.6327,long_1_turn_90,0.815317,0.649461,57.858854,0.802805,-0.0004,48.162515,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.6844,long_1_turn_90,0.815317,0.649461,58.586658,0.802805,-0.0004,48.89032,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.7336,long_1_turn_90,0.815331,0.649482,59.022308,0.802822,-0.000381,49.32597,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.7878,long_1_turn_90,0.815305,0.649439,59.729793,0.802789,-0.00042,50.033455,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.8285,long_1_turn_90,0.815305,0.649439,60.12257,0.802789,-0.00042,50.426231,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.8806,long_1_turn_90,0.81528,0.649395,60.824543,0.802757,-0.000459,51.128204,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.93,long_1_turn_90,0.815268,0.649373,61.208181,0.802741,-0.000479,51.511842,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,13.9847,long_1_turn_90,0.815231,0.649306,61.874582,0.802694,-0.000539,52.178243,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.0329,long_1_turn_90,0.815219,0.649284,62.289659,0.802679,-0.000559,52.593321,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.0789,long_1_turn_90,0.815231,0.649306,62.947843,0.802694,-0.000538,53.251505,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.1359,long_1_turn_90,0.815231,0.649306,63.377066,0.802694,-0.000538,53.680728,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.184,long_1_turn_90,0.815254,0.649351,64.041152,0.802724,-0.000497,54.344813,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.2364,long_1_turn_90,0.815254,0.649351,64.494178,0.802724,-0.000497,54.797839,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.3105,long_1_turn_90,0.815286,0.64942,65.191123,0.802767,-0.000435,55.494785,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.3377,long_1_turn_90,0.815275,0.649397,65.62971,0.802753,-0.000456,55.933372,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.3946,long_1_turn_90,0.815275,0.649397,66.323705,0.802753,-0.000456,56.627367,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.4514,long_1_turn_90,0.815285,0.64942,66.786082,0.802767,-0.000435,57.089743,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.4868,long_1_turn_90,0.815295,0.649444,67.460905,0.80278,-0.000414,57.764566,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.5436,long_1_turn_90,0.815286,0.64942,67.90124,0.802767,-0.000435,58.204902,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.6253,long_1_turn_90,0.815295,0.649444,68.591383,0.80278,-0.000413,58.895044,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.637,long_1_turn_90,0.815295,0.649444,69.030496,0.80278,-0.000413,59.334157,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.6821,long_1_turn_90,0.815286,0.64942,69.686665,0.802767,-0.000435,59.990327,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.7508,long_1_turn_90,0.815277,0.649396,70.11931,0.802755,-0.000457,60.422971,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,14.786,long_1_turn_90,0.815252,0.649325,70.734334,0.802717,-0.000523,61.037996,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.1709,long_1_turn_90,0.815235,0.649277,71.151686,0.802693,-0.000568,61.455348,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.178,long_1_turn_90,0.815243,0.649301,71.772666,0.802705,-0.000546,62.076328,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.1849,long_1_turn_90,0.815236,0.649277,72.20581,0.802693,-0.000568,62.509471,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.189,long_1_turn_90,0.815251,0.649325,72.835867,0.802716,-0.000523,63.139529,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.1918,long_1_turn_90,0.815266,0.649374,73.300074,0.802739,-0.000478,63.603736,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.194,long_1_turn_90,0.81528,0.649422,73.953437,0.802761,-0.000432,64.257098,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.1954,long_1_turn_90,0.815287,0.649446,74.419877,0.802772,-0.000409,64.723539,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.1967,long_1_turn_90,0.815287,0.649446,75.102192,0.802772,-0.000409,65.405854,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.2334,long_1_turn_90,0.815274,0.649397,75.56127,0.802751,-0.000455,65.864931,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.282,long_1_turn_90,0.81528,0.649422,76.244111,0.802762,-0.000432,66.547773,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.3372,long_1_turn_90,0.81528,0.649422,76.689802,0.802762,-0.000432,66.993463,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.3799,long_1_turn_90,0.815274,0.649397,77.376283,0.802752,-0.000456,67.679945,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.4367,long_1_turn_90,0.815264,0.649348,77.839172,0.802733,-0.000503,68.142834,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.4832,long_1_turn_90,0.815253,0.649298,78.473219,0.802714,-0.00055,68.77688,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.5387,long_1_turn_90,0.815248,0.649274,78.918397,0.802705,-0.000573,69.222058,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.5833,long_1_turn_90,0.815243,0.649249,79.554028,0.802696,-0.000597,69.857689,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.6366,long_1_turn_90,0.815243,0.649249,79.990989,0.802696,-0.000597,70.294651,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.6832,long_1_turn_90,0.815239,0.649224,80.57609,0.802688,-0.000621,70.879752,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.7353,long_1_turn_90,0.815235,0.649199,81.028317,0.80268,-0.000645,71.331979,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.7858,long_1_turn_90,0.815239,0.649224,81.629039,0.802688,-0.000621,71.932701,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.8375,long_1_turn_90,0.815243,0.649249,82.081737,0.802695,-0.000597,72.385399,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.8835,long_1_turn_90,0.815249,0.649299,82.711488,0.80271,-0.000548,73.015149,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.9378,long_1_turn_90,0.815252,0.649324,83.183508,0.802718,-0.000524,73.48717,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,15.9795,long_1_turn_90,0.815252,0.649324,83.823272,0.802718,-0.000524,74.126933,20260917_145436_baseline_trial1_rectangle_trace.csv
